response_id;customer_id;data_resposta;industria;empresa;produto;jornada;canal;regiao;segmento;nps_score
R0700;C0506;2025-06-10;Banco;Atlas Bank;Cartão de Crédito;Renovação;App;Sudeste;PME;6
R0701;C0447;2025-06-15;Banco;Atlas Bank;Cartão de Crédito;Pagamento;Loja/Agência;Centro-Oeste;PME;10
R0702;C0077;2025-06-05;Telecom;MobileNow;Internet Fixa;Onboarding;Website;Nordeste;Premium;7
R0703;C0126;2025-12-09;Varejo;MercadoBom;Loja Física;Renovação;Atendimento Humano;Centro-Oeste;Alta Renda;6
R0704;C0676;2025-05-05;Telecom;MobileNow;Celular Pré-Pago;Atendimento;Loja/Agência;Centro-Oeste;Alta Renda;9
R0705;C0320;2025-06-10;Telecom;LegacyTel;Celular Pré-Pago;Onboarding;App;Centro-Oeste;Baixa Renda;7
R0706;C0434;2025-05-23;Seguros;VidaSul;Seguro Vida;Uso do App/Site;Atendimento Humano;Sudeste;Média Renda;10
R0707;C0122;2025-05-16;Telecom;FibraMax;Celular Pré-Pago;Pagamento;Atendimento Humano;Sudeste;Média Renda;6
R0708;C0199;2025-08-05;Banco;TradBank;Cartão de Crédito;Atendimento;Website;Sul;PME;8
R0709;C0273;2025-10-22;Varejo;SuperPrime;Compra Online;Atendimento;Website;Norte;Alta Renda;4
R0710;C0176;2025-04-16;Telecom;MobileNow;Internet Fixa;Reclamação;App;Nordeste;Média Renda;6
R0711;C0072;2025-12-15;Telecom;LegacyTel;Celular Pós-Pago;Renovação;Call Center;Norte;Alta Renda;6
R0712;C0609;2025-01-05;Telecom;FibraMax;Internet Fixa;Pagamento;Chatbot;Sul;Baixa Renda;10
R0713;C0103;2025-02-18;Varejo;LojaFácil;Loja Física;Reclamação;App;Centro-Oeste;Média Renda;5
R0714;C0531;2025-06-20;Varejo;SuperPrime;Entrega;Pagamento;Chatbot;Centro-Oeste;Alta Renda;9
R0715;C0212;2025-07-04;Seguros;ClasseA;Seguro Auto;Pagamento;Loja/Agência;Norte;Baixa Renda;8
R0716;C0358;2025-12-14;Banco;TradBank;Conta Corrente;Atendimento;Loja/Agência;Sudeste;Alta Renda;6
R0717;C0511;2025-01-05;Varejo;CompreJá;Loja Física;Reclamação;Chatbot;Nordeste;Alta Renda;6
R0718;C0290;2025-04-22;Telecom;Connecta;Celular Pós-Pago;Renovação;Website;Norte;Alta Renda;4
R0719;C0278;2025-02-14;Banco;ContaMais;Conta Corrente;Atendimento;Call Center;Sudeste;PME;4
R0720;C0268;2025-02-20;Telecom;Connecta;Celular Pré-Pago;Uso do App/Site;Chatbot;Norte;Baixa Renda;4
R0721;C0581;2025-06-02;Varejo;SuperPrime;Entrega;Pagamento;Website;Norte;PME;6
R0722;C0431;2025-08-27;Seguros;VidaSul;Seguro Vida;Uso do App/Site;Chatbot;Centro-Oeste;Baixa Renda;8
R0723;C0403;2025-01-28;Seguros;SeguroDireto;Seguro Residencial;Onboarding;Atendimento Humano;Sudeste;PME;8
R0724;C0580;2025-05-29;Telecom;Connecta;Celular Pós-Pago;Renovação;App;Centro-Oeste;Premium;9
R0725;C0159;2025-11-24;Seguros;ClasseA;Seguro Vida;Pagamento;App;Sudeste;Premium;6
R0726;C0107;2025-04-15;Varejo;SuperPrime;Entrega;Pagamento;Loja/Agência;Sudeste;PME;5
R0727;C0632;2025-12-03;Seguros;ClasseA;Seguro Auto;Cancelamento;Atendimento Humano;Centro-Oeste;PME;7
R0728;C0297;2025-05-29;Banco;ContaMais;Cartão de Crédito;Uso do App/Site;Loja/Agência;Sudeste;Média Renda;5
R0729;C0035;2025-06-05;Banco;ContaMais;Empréstimo;Atendimento;Call Center;Nordeste;PME;4
R0730;C0400;2025-09-26;Seguros;VidaSul;Seguro Auto;Pagamento;Website;Centro-Oeste;PME;8
R0731;C0621;2025-08-30;Banco;TradBank;Conta Corrente;Renovação;Website;Nordeste;Premium;5
R0732;C0163;2025-01-16;Telecom;FibraMax;Celular Pré-Pago;Renovação;Atendimento Humano;Norte;Alta Renda;9
R0733;C0066;2025-08-04;Telecom;MobileNow;Internet Fixa;Renovação;App;Centro-Oeste;PME;6
R0734;C0137;2025-07-13;Banco;Atlas Bank;Empréstimo;Pagamento;App;Sudeste;Baixa Renda;9
R0735;C0144;2025-01-18;Telecom;LegacyTel;Internet Fixa;Pagamento;Chatbot;Centro-Oeste;Alta Renda;6
R0736;C0585;2025-04-17;Banco;Nexa Bank;Cartão de Crédito;Cancelamento;Chatbot;Norte;Premium;7
R0737;C0511;2025-03-02;Seguros;ClasseA;Seguro Vida;Pagamento;Call Center;Norte;Premium;9
R0738;C0295;2025-03-22;Telecom;MobileNow;Internet Fixa;Reclamação;Atendimento Humano;Nordeste;Baixa Renda;6
R0739;C0347;2025-01-17;Banco;TradBank;Empréstimo;Reclamação;Website;Norte;Premium;4
R0740;C0578;2025-02-07;Seguros;SeguroDireto;Seguro Residencial;Uso do App/Site;Call Center;Sudeste;Média Renda;7
R0741;C0490;2025-08-09;Banco;Atlas Bank;Cartão de Crédito;Onboarding;Chatbot;Norte;Premium;10
R0742;C0129;2025-07-13;Varejo;SuperPrime;Compra Online;Onboarding;App;Sudeste;Média Renda;8
R0743;C0233;2025-01-06;Seguros;SeguroDireto;Seguro Vida;Atendimento;Atendimento Humano;Sul;Baixa Renda;2
R0744;C0045;2025-05-25;Seguros;SeguroDireto;Seguro Vida;Cancelamento;Atendimento Humano;Norte;Baixa Renda;6
R0745;C0226;2025-07-02;Varejo;CompreJá;Loja Física;Reclamação;Loja/Agência;Sul;Alta Renda;7
R0746;C0637;2025-07-30;Seguros;VidaSul;Seguro Vida;Pagamento;Call Center;Norte;Alta Renda;6
R0747;C0117;2025-08-21;Seguros;ClasseA;Seguro Residencial;Onboarding;Website;Sul;Premium;8
R0748;C0394;2025-07-15;Banco;Nexa Bank;Cartão de Crédito;Cancelamento;App;Nordeste;Alta Renda;10
R0749;C0606;2025-05-15;Seguros;VidaSul;Seguro Auto;Uso do App/Site;Website;Centro-Oeste;Média Renda;6
R0750;C0295;2025-12-14;Telecom;LegacyTel;Internet Fixa;Pagamento;Loja/Agência;Norte;PME;4
R0751;C0256;2025-02-13;Seguros;VidaSul;Seguro Residencial;Reclamação;Loja/Agência;Norte;Premium;6
R0752;C0677;2025-10-19;Varejo;SuperPrime;Loja Física;Reclamação;Chatbot;Sudeste;Premium;5
R0753;C0625;2025-05-22;Varejo;CompreJá;Loja Física;Cancelamento;Website;Centro-Oeste;PME;6
R0754;C0671;2025-02-28;Varejo;CompreJá;Compra Online;Atendimento;Website;Nordeste;Alta Renda;5
R0755;C0615;2025-01-23;Banco;Atlas Bank;Conta Corrente;Renovação;Atendimento Humano;Centro-Oeste;Premium;6
R0756;C0437;2025-11-25;Telecom;MobileNow;Celular Pós-Pago;Onboarding;App;Norte;PME;7
R0757;C0606;2025-03-18;Varejo;SuperPrime;Compra Online;Onboarding;Call Center;Norte;Alta Renda;6
R0758;C0673;2025-01-17;Banco;Nexa Bank;Conta Corrente;Reclamação;Website;Nordeste;Premium;6
R0759;C0053;2025-09-28;Telecom;Connecta;Celular Pós-Pago;Cancelamento;Loja/Agência;Sudeste;Baixa Renda;10
R0760;C0119;2025-06-11;Seguros;ClasseA;Seguro Vida;Reclamação;Atendimento Humano;Centro-Oeste;Alta Renda;4
R0761;C0551;2025-03-06;Telecom;MobileNow;Celular Pós-Pago;Renovação;Chatbot;Nordeste;Baixa Renda;5
R0762;C0203;2025-11-20;Telecom;MobileNow;Celular Pós-Pago;Renovação;Atendimento Humano;Sul;Premium;8
R0763;C0136;2025-02-07;Telecom;FibraMax;Celular Pós-Pago;Onboarding;Website;Sudeste;PME;7
R0764;C0076;2025-01-24;Seguros;Protege+;Seguro Residencial;Pagamento;Website;Centro-Oeste;Premium;8
R0765;C0608;2025-01-04;Varejo;LojaFácil;Loja Física;Atendimento;Loja/Agência;Centro-Oeste;PME;6
R0766;C0578;2025-01-25;Varejo;LojaFácil;Entrega;Renovação;Chatbot;Centro-Oeste;Alta Renda;4
R0767;C0292;2025-06-27;Seguros;SeguroDireto;Seguro Residencial;Pagamento;Chatbot;Nordeste;Média Renda;7
R0768;C0286;2025-12-08;Telecom;FibraMax;Internet Fixa;Pagamento;Call Center;Centro-Oeste;PME;8
R0769;C0585;2025-05-25;Telecom;Connecta;Internet Fixa;Uso do App/Site;Atendimento Humano;Norte;Média Renda;10
R0770;C0141;2025-02-14;Seguros;SeguroDireto;Seguro Vida;Atendimento;Atendimento Humano;Sul;PME;7
R0771;C0323;2025-12-28;Varejo;MercadoBom;Entrega;Renovação;App;Nordeste;Baixa Renda;7
R0772;C0601;2025-03-12;Banco;Atlas Bank;Cartão de Crédito;Onboarding;Loja/Agência;Norte;Alta Renda;8
R0773;C0445;2025-01-02;Seguros;Protege+;Seguro Auto;Renovação;Website;Nordeste;PME;9
R0774;C0185;2025-12-03;Banco;TradBank;Cartão de Crédito;Reclamação;Atendimento Humano;Sul;Média Renda;2
R0775;C0458;2025-08-03;Varejo;SuperPrime;Compra Online;Pagamento;Loja/Agência;Centro-Oeste;PME;7
R0776;C0616;2025-09-08;Varejo;CompreJá;Compra Online;Renovação;Chatbot;Sudeste;Média Renda;8
R0777;C0409;2025-08-06;Seguros;SeguroDireto;Seguro Vida;Uso do App/Site;App;Nordeste;Alta Renda;3
R0778;C0113;2025-11-17;Varejo;MercadoBom;Compra Online;Pagamento;Chatbot;Sul;Alta Renda;8
R0779;C0204;2025-10-02;Varejo;CompreJá;Compra Online;Reclamação;Atendimento Humano;Sudeste;Baixa Renda;6
R0780;C0540;2025-01-11;Telecom;FibraMax;Celular Pré-Pago;Atendimento;Loja/Agência;Sul;Alta Renda;6
R0781;C0277;2025-03-09;Banco;ContaMais;Empréstimo;Atendimento;Chatbot;Sudeste;Média Renda;6
R0782;C0320;2025-11-07;Banco;TradBank;Conta Corrente;Onboarding;Atendimento Humano;Centro-Oeste;Baixa Renda;3
R0783;C0292;2025-09-05;Varejo;CompreJá;Loja Física;Reclamação;Loja/Agência;Sudeste;Alta Renda;5
R0784;C0577;2025-09-02;Telecom;MobileNow;Celular Pós-Pago;Onboarding;Chatbot;Centro-Oeste;Alta Renda;7
R0785;C0239;2025-10-18;Banco;ContaMais;Empréstimo;Pagamento;Call Center;Sul;Baixa Renda;8
R0786;C0501;2025-10-15;Banco;Atlas Bank;Cartão de Crédito;Pagamento;Chatbot;Nordeste;Alta Renda;8
R0787;C0166;2025-01-07;Seguros;ClasseA;Seguro Residencial;Renovação;Website;Nordeste;PME;7
R0788;C0304;2025-01-05;Banco;ContaMais;Conta Corrente;Uso do App/Site;Chatbot;Sudeste;Baixa Renda;8
R0789;C0258;2025-11-06;Banco;ContaMais;Cartão de Crédito;Pagamento;Loja/Agência;Nordeste;Premium;5
R0790;C0320;2025-01-03;Seguros;ClasseA;Seguro Residencial;Uso do App/Site;Call Center;Sul;Média Renda;4
R0791;C0282;2025-04-09;Telecom;LegacyTel;Internet Fixa;Renovação;App;Norte;PME;6
R0792;C0222;2025-02-22;Varejo;SuperPrime;Loja Física;Reclamação;Loja/Agência;Nordeste;Alta Renda;6
R0793;C0485;2025-12-09;Varejo;MercadoBom;Compra Online;Pagamento;Atendimento Humano;Sudeste;Média Renda;8
R0794;C0141;2025-01-27;Telecom;LegacyTel;Internet Fixa;Onboarding;Website;Sul;Baixa Renda;5
R0795;C0620;2025-02-10;Seguros;VidaSul;Seguro Residencial;Renovação;Chatbot;Nordeste;Alta Renda;5
R0796;C0026;2025-04-02;Telecom;LegacyTel;Internet Fixa;Renovação;Call Center;Sul;PME;6
R0797;C0539;2025-07-04;Varejo;LojaFácil;Loja Física;Cancelamento;Loja/Agência;Nordeste;PME;6
R0798;C0408;2025-09-03;Telecom;LegacyTel;Internet Fixa;Reclamação;Call Center;Nordeste;Baixa Renda;8
R0799;C0559;2025-11-28;Banco;Atlas Bank;Empréstimo;Renovação;Call Center;Nordeste;Baixa Renda;10
R0800;C0064;2025-11-23;Banco;ContaMais;Conta Corrente;Pagamento;App;Norte;Média Renda;5
R0801;C0529;2025-07-07;Varejo;CompreJá;Compra Online;Cancelamento;Atendimento Humano;Nordeste;Média Renda;4
R0802;C0518;2025-04-12;Banco;Nexa Bank;Empréstimo;Atendimento;Chatbot;Sudeste;Baixa Renda;6
R0803;C0089;2025-04-04;Seguros;SeguroDireto;Seguro Auto;Renovação;Loja/Agência;Sudeste;Alta Renda;6
R0804;C0658;2025-12-15;Telecom;FibraMax;Celular Pós-Pago;Reclamação;Loja/Agência;Sudeste;Média Renda;6
R0805;C0266;2025-06-01;Telecom;LegacyTel;Celular Pré-Pago;Cancelamento;Loja/Agência;Sul;Alta Renda;8
R0806;C0395;2025-10-27;Seguros;VidaSul;Seguro Residencial;Onboarding;Chatbot;Nordeste;Premium;8
R0807;C0265;2025-04-18;Telecom;Connecta;Celular Pré-Pago;Reclamação;Website;Centro-Oeste;Alta Renda;4
R0808;C0331;2025-01-18;Telecom;LegacyTel;Celular Pós-Pago;Pagamento;App;Sudeste;Premium;5
R0809;C0468;2025-11-12;Banco;ContaMais;Empréstimo;Pagamento;App;Sul;PME;5
R0810;C0111;2025-09-17;Seguros;SeguroDireto;Seguro Vida;Atendimento;Chatbot;Sul;Alta Renda;8
R0811;C0680;2025-03-08;Seguros;SeguroDireto;Seguro Residencial;Cancelamento;Call Center;Norte;PME;4
R0812;C0242;2025-04-05;Varejo;CompreJá;Compra Online;Onboarding;Call Center;Sul;Alta Renda;4
R0813;C0685;2025-08-30;Telecom;LegacyTel;Celular Pós-Pago;Onboarding;Loja/Agência;Sul;Média Renda;5
R0814;C0612;2025-08-06;Seguros;Protege+;Seguro Residencial;Renovação;Website;Sudeste;PME;7
R0815;C0662;2025-02-09;Seguros;Protege+;Seguro Vida;Onboarding;Call Center;Centro-Oeste;Premium;10
R0816;C0036;2025-09-04;Telecom;MobileNow;Internet Fixa;Atendimento;Website;Sudeste;Média Renda;7
R0817;C0589;2025-03-07;Varejo;MercadoBom;Loja Física;Uso do App/Site;Website;Centro-Oeste;Premium;9
R0818;C0344;2025-08-31;Seguros;Protege+;Seguro Vida;Atendimento;App;Centro-Oeste;PME;4
R0819;C0446;2025-08-21;Varejo;LojaFácil;Compra Online;Cancelamento;Website;Centro-Oeste;Premium;6
R0820;C0556;2025-01-13;Banco;Atlas Bank;Cartão de Crédito;Pagamento;App;Sudeste;PME;5
R0821;C0130;2025-02-18;Varejo;MercadoBom;Compra Online;Pagamento;Call Center;Centro-Oeste;Baixa Renda;5
R0822;C0470;2025-10-19;Telecom;Connecta;Celular Pré-Pago;Atendimento;Chatbot;Nordeste;Alta Renda;6
R0823;C0411;2025-08-05;Banco;Atlas Bank;Conta Corrente;Pagamento;Call Center;Sudeste;Média Renda;4
R0824;C0051;2025-05-05;Banco;Nexa Bank;Conta Corrente;Renovação;Call Center;Sudeste;PME;5
R0825;C0020;2025-04-17;Varejo;LojaFácil;Entrega;Atendimento;Website;Centro-Oeste;Alta Renda;6
R0826;C0295;2025-11-10;Seguros;SeguroDireto;Seguro Vida;Uso do App/Site;Call Center;Nordeste;PME;5
R0827;C0175;2025-09-30;Seguros;VidaSul;Seguro Vida;Atendimento;Loja/Agência;Norte;Alta Renda;5
R0828;C0463;2025-06-11;Seguros;Protege+;Seguro Residencial;Atendimento;App;Norte;Baixa Renda;6
R0829;C0135;2025-10-03;Seguros;VidaSul;Seguro Auto;Uso do App/Site;Atendimento Humano;Norte;Média Renda;5
R0830;C0419;2025-10-09;Seguros;Protege+;Seguro Vida;Cancelamento;App;Sudeste;PME;9
R0831;C0507;2025-07-26;Varejo;LojaFácil;Compra Online;Atendimento;Atendimento Humano;Nordeste;Alta Renda;7
R0832;C0595;2025-07-16;Seguros;VidaSul;Seguro Residencial;Cancelamento;Chatbot;Sul;Média Renda;4
R0833;C0641;2025-10-19;Seguros;SeguroDireto;Seguro Residencial;Atendimento;Website;Sudeste;Premium;7
R0834;C0180;2025-05-03;Seguros;ClasseA;Seguro Vida;Onboarding;Call Center;Sudeste;Premium;8
R0835;C0657;2025-09-14;Seguros;ClasseA;Seguro Vida;Uso do App/Site;Call Center;Sul;Alta Renda;8
R0836;C0073;2025-07-17;Banco;ContaMais;Empréstimo;Cancelamento;Call Center;Sul;Média Renda;6
R0837;C0410;2025-07-06;Seguros;SeguroDireto;Seguro Residencial;Renovação;Atendimento Humano;Sudeste;Premium;5
R0838;C0146;2025-06-23;Seguros;VidaSul;Seguro Residencial;Cancelamento;App;Sudeste;Média Renda;8
R0839;C0265;2025-08-19;Telecom;MobileNow;Celular Pós-Pago;Uso do App/Site;Call Center;Sudeste;Alta Renda;6
R0840;C0313;2025-11-21;Varejo;MercadoBom;Entrega;Onboarding;Website;Sul;Premium;9
R0841;C0599;2025-03-17;Seguros;ClasseA;Seguro Vida;Atendimento;Loja/Agência;Nordeste;Média Renda;7
R0842;C0388;2025-07-11;Banco;Nexa Bank;Cartão de Crédito;Pagamento;Loja/Agência;Norte;Premium;7
R0843;C0666;2025-03-03;Seguros;ClasseA;Seguro Vida;Uso do App/Site;Atendimento Humano;Centro-Oeste;Média Renda;6
R0844;C0409;2025-01-17;Telecom;LegacyTel;Celular Pós-Pago;Atendimento;Chatbot;Norte;Baixa Renda;6
R0845;C0667;2025-04-04;Banco;ContaMais;Cartão de Crédito;Reclamação;App;Nordeste;Premium;10
R0846;C0536;2025-03-09;Telecom;MobileNow;Internet Fixa;Renovação;Loja/Agência;Centro-Oeste;Média Renda;7
R0847;C0488;2025-02-12;Varejo;SuperPrime;Compra Online;Uso do App/Site;Website;Sul;Premium;7
R0848;C0604;2025-04-10;Telecom;LegacyTel;Internet Fixa;Reclamação;Atendimento Humano;Sul;Premium;5
R0849;C0575;2025-12-14;Seguros;VidaSul;Seguro Auto;Pagamento;Chatbot;Norte;Alta Renda;5
R0850;C0097;2025-06-05;Varejo;SuperPrime;Entrega;Atendimento;App;Sul;PME;10
R0851;C0216;2025-11-09;Seguros;VidaSul;Seguro Residencial;Renovação;Loja/Agência;Norte;Média Renda;7
R0852;C0276;2025-08-02;Telecom;Connecta;Celular Pós-Pago;Uso do App/Site;Website;Centro-Oeste;Média Renda;5
R0853;C0057;2025-07-26;Telecom;MobileNow;Celular Pós-Pago;Atendimento;Call Center;Nordeste;Média Renda;5
R0854;C0392;2025-08-07;Seguros;SeguroDireto;Seguro Residencial;Renovação;Website;Centro-Oeste;Alta Renda;5
R0855;C0676;2025-01-24;Varejo;CompreJá;Entrega;Reclamação;Loja/Agência;Sul;Média Renda;4
R0856;C0114;2025-05-26;Seguros;Protege+;Seguro Vida;Renovação;Chatbot;Sul;Alta Renda;2
R0857;C0571;2025-05-14;Seguros;ClasseA;Seguro Auto;Renovação;App;Nordeste;PME;9
R0858;C0371;2025-08-24;Varejo;SuperPrime;Entrega;Onboarding;Website;Sudeste;Alta Renda;8
R0859;C0383;2025-09-20;Varejo;CompreJá;Compra Online;Renovação;Loja/Agência;Nordeste;Alta Renda;3
R0860;C0116;2025-10-13;Banco;Nexa Bank;Empréstimo;Atendimento;App;Norte;Alta Renda;4
R0861;C0075;2025-06-19;Telecom;FibraMax;Celular Pré-Pago;Cancelamento;App;Norte;PME;2
R0862;C0020;2025-07-19;Telecom;FibraMax;Celular Pré-Pago;Reclamação;Call Center;Centro-Oeste;Premium;9
R0863;C0157;2025-10-23;Banco;Nexa Bank;Conta Corrente;Pagamento;Chatbot;Sul;Alta Renda;9
R0864;C0236;2025-06-11;Telecom;LegacyTel;Internet Fixa;Uso do App/Site;Call Center;Sul;Baixa Renda;9
R0865;C0390;2025-04-17;Telecom;LegacyTel;Internet Fixa;Pagamento;Website;Centro-Oeste;Alta Renda;6
R0866;C0167;2025-03-04;Banco;Atlas Bank;Cartão de Crédito;Atendimento;Chatbot;Sul;Média Renda;6
R0867;C0008;2025-01-09;Telecom;LegacyTel;Internet Fixa;Atendimento;Loja/Agência;Norte;Alta Renda;6
R0868;C0400;2025-11-26;Seguros;Protege+;Seguro Residencial;Atendimento;App;Nordeste;Alta Renda;8
R0869;C0677;2025-04-18;Seguros;ClasseA;Seguro Auto;Pagamento;Loja/Agência;Nordeste;Baixa Renda;8
R0870;C0167;2025-02-26;Varejo;SuperPrime;Loja Física;Reclamação;Chatbot;Sul;PME;3
R0871;C0553;2025-01-24;Banco;Nexa Bank;Cartão de Crédito;Uso do App/Site;Call Center;Centro-Oeste;Alta Renda;9
R0872;C0550;2025-08-01;Seguros;Protege+;Seguro Vida;Renovação;Atendimento Humano;Sul;Média Renda;7
R0873;C0201;2025-10-20;Seguros;VidaSul;Seguro Auto;Cancelamento;Atendimento Humano;Sudeste;Alta Renda;2
R0874;C0676;2025-04-05;Telecom;Connecta;Internet Fixa;Reclamação;Website;Sul;Média Renda;5
R0875;C0395;2025-01-18;Varejo;SuperPrime;Loja Física;Renovação;Chatbot;Norte;Premium;1
R0876;C0416;2025-10-23;Banco;Atlas Bank;Conta Corrente;Uso do App/Site;App;Sul;Baixa Renda;7
R0877;C0563;2025-09-07;Seguros;VidaSul;Seguro Auto;Atendimento;Atendimento Humano;Nordeste;Premium;4
R0878;C0114;2025-08-23;Seguros;VidaSul;Seguro Vida;Onboarding;Loja/Agência;Nordeste;Premium;7
R0879;C0228;2025-12-15;Banco;ContaMais;Empréstimo;Renovação;Call Center;Sul;Alta Renda;6
R0880;C0544;2025-12-22;Banco;Nexa Bank;Conta Corrente;Renovação;Loja/Agência;Nordeste;Premium;8
R0881;C0304;2025-07-25;Telecom;FibraMax;Celular Pós-Pago;Uso do App/Site;App;Sul;Premium;8
R0882;C0609;2025-11-10;Seguros;Protege+;Seguro Vida;Atendimento;Chatbot;Centro-Oeste;Alta Renda;7
R0883;C0255;2025-04-10;Banco;TradBank;Conta Corrente;Cancelamento;Chatbot;Sul;Média Renda;4
R0884;C0012;2025-06-17;Varejo;LojaFácil;Compra Online;Uso do App/Site;Call Center;Sul;PME;7
R0885;C0279;2025-06-24;Banco;ContaMais;Empréstimo;Pagamento;Atendimento Humano;Sudeste;Premium;5
R0886;C0091;2025-02-22;Banco;Atlas Bank;Cartão de Crédito;Cancelamento;Call Center;Sudeste;PME;6
R0887;C0258;2025-12-08;Varejo;LojaFácil;Compra Online;Cancelamento;Loja/Agência;Centro-Oeste;PME;3
R0888;C0580;2025-11-07;Varejo;LojaFácil;Compra Online;Onboarding;App;Centro-Oeste;Média Renda;8
R0889;C0619;2025-12-30;Seguros;Protege+;Seguro Vida;Reclamação;Loja/Agência;Centro-Oeste;Baixa Renda;4
R0890;C0443;2025-11-18;Seguros;SeguroDireto;Seguro Residencial;Renovação;Loja/Agência;Sudeste;Alta Renda;8
R0891;C0284;2025-05-08;Banco;Nexa Bank;Conta Corrente;Reclamação;Website;Sudeste;Alta Renda;10
R0892;C0512;2025-03-30;Seguros;VidaSul;Seguro Auto;Pagamento;Chatbot;Nordeste;Média Renda;10
R0893;C0498;2025-05-16;Banco;TradBank;Cartão de Crédito;Pagamento;Atendimento Humano;Norte;Média Renda;5
R0894;C0574;2025-06-01;Varejo;LojaFácil;Loja Física;Cancelamento;Chatbot;Nordeste;Média Renda;3
R0895;C0107;2025-07-17;Telecom;FibraMax;Celular Pós-Pago;Reclamação;Loja/Agência;Sudeste;Média Renda;9
R0896;C0225;2025-12-22;Varejo;SuperPrime;Entrega;Reclamação;App;Nordeste;Média Renda;7
R0897;C0532;2025-04-06;Telecom;MobileNow;Internet Fixa;Atendimento;Loja/Agência;Sul;Média Renda;8
R0898;C0138;2025-02-09;Seguros;Protege+;Seguro Vida;Reclamação;Chatbot;Nordeste;Alta Renda;7
R0899;C0661;2025-12-26;Varejo;CompreJá;Entrega;Uso do App/Site;Atendimento Humano;Norte;Média Renda;10
R0900;C0059;2025-11-29;Telecom;MobileNow;Celular Pós-Pago;Pagamento;Atendimento Humano;Sudeste;PME;9
R0901;C0406;2025-03-10;Varejo;LojaFácil;Loja Física;Cancelamento;Loja/Agência;Sul;Baixa Renda;5
R0902;C0323;2025-10-28;Telecom;LegacyTel;Celular Pré-Pago;Atendimento;Call Center;Norte;Alta Renda;3
R0903;C0186;2025-04-02;Banco;Nexa Bank;Empréstimo;Onboarding;Loja/Agência;Nordeste;Premium;10
R0904;C0142;2025-08-31;Banco;Nexa Bank;Empréstimo;Atendimento;Loja/Agência;Sudeste;Alta Renda;6
R0905;C0097;2025-08-20;Varejo;CompreJá;Compra Online;Onboarding;Call Center;Nordeste;Média Renda;5
R0906;C0582;2025-01-15;Varejo;MercadoBom;Compra Online;Reclamação;App;Norte;Baixa Renda;10
R0907;C0520;2025-04-01;Varejo;LojaFácil;Compra Online;Uso do App/Site;Website;Norte;PME;7
R0908;C0605;2025-04-03;Telecom;Connecta;Celular Pós-Pago;Onboarding;Atendimento Humano;Sudeste;Premium;6
R0909;C0347;2025-02-03;Telecom;FibraMax;Internet Fixa;Atendimento;Website;Norte;Média Renda;10
R0910;C0102;2025-10-30;Telecom;MobileNow;Celular Pós-Pago;Uso do App/Site;Website;Centro-Oeste;Média Renda;8
R0911;C0437;2025-11-17;Banco;TradBank;Empréstimo;Renovação;Call Center;Norte;Premium;4
R0912;C0057;2025-12-24;Seguros;Protege+;Seguro Residencial;Atendimento;App;Centro-Oeste;Baixa Renda;9
R0913;C0445;2025-12-17;Banco;Atlas Bank;Conta Corrente;Onboarding;Call Center;Norte;Premium;4
R0914;C0656;2025-10-20;Telecom;FibraMax;Celular Pré-Pago;Pagamento;Loja/Agência;Sudeste;Média Renda;8
R0915;C0046;2025-07-25;Banco;Nexa Bank;Conta Corrente;Atendimento;Website;Sudeste;Alta Renda;9
R0916;C0280;2025-12-01;Telecom;Connecta;Internet Fixa;Reclamação;Website;Norte;Alta Renda;5
R0917;C0679;2025-03-07;Seguros;SeguroDireto;Seguro Vida;Onboarding;Chatbot;Centro-Oeste;PME;6
R0918;C0408;2025-12-22;Telecom;MobileNow;Internet Fixa;Renovação;App;Sudeste;Média Renda;5
R0919;C0481;2025-01-19;Varejo;SuperPrime;Entrega;Pagamento;Call Center;Norte;Alta Renda;7
R0920;C0612;2025-08-15;Seguros;ClasseA;Seguro Auto;Onboarding;Website;Sudeste;PME;7
R0921;C0157;2025-07-14;Banco;Atlas Bank;Empréstimo;Reclamação;Website;Sul;Alta Renda;6
R0922;C0165;2025-10-13;Varejo;SuperPrime;Entrega;Onboarding;Website;Sul;Média Renda;9
R0923;C0391;2025-01-04;Telecom;Connecta;Celular Pré-Pago;Pagamento;App;Sudeste;Baixa Renda;4
R0924;C0396;2025-11-27;Banco;Nexa Bank;Empréstimo;Onboarding;Chatbot;Norte;Baixa Renda;8
R0925;C0148;2025-04-25;Varejo;SuperPrime;Entrega;Reclamação;Chatbot;Centro-Oeste;Média Renda;5
R0926;C0233;2025-10-05;Varejo;SuperPrime;Entrega;Renovação;Website;Centro-Oeste;Alta Renda;6
R0927;C0543;2025-03-10;Seguros;Protege+;Seguro Auto;Cancelamento;Loja/Agência;Nordeste;Média Renda;8
R0928;C0384;2025-07-29;Telecom;LegacyTel;Internet Fixa;Uso do App/Site;Loja/Agência;Sul;Premium;7
R0929;C0676;2025-03-22;Varejo;SuperPrime;Compra Online;Atendimento;Website;Centro-Oeste;Baixa Renda;4
R0930;C0412;2025-11-25;Seguros;Protege+;Seguro Vida;Atendimento;Website;Centro-Oeste;Baixa Renda;7
R0931;C0088;2025-02-03;Telecom;LegacyTel;Internet Fixa;Atendimento;Call Center;Centro-Oeste;Média Renda;6
R0932;C0598;2025-06-11;Banco;Nexa Bank;Conta Corrente;Cancelamento;App;Nordeste;Baixa Renda;4
R0933;C0644;2025-10-10;Seguros;VidaSul;Seguro Residencial;Pagamento;Loja/Agência;Sul;Alta Renda;6
